Substrate,id,num,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc,Score
PALM,RHOBTB3,4,0.077833,0.17709,0.980275,15,1,-0.017511,1.10883623
PALM,KLHL36,4,0.078091,0.17758,0.980275,16,2,0.21748,1.107399016
PALM,KLHL17,4,0.087857,0.19531,0.980275,17,2,0.23803,1.05622363
PALM,KLHL5,4,0.097266,0.2114,0.980275,18,2,0.34939,1.012038944
PALM,RHOBTB1,4,0.10373,0.22345,0.980275,19,3,0.31781,0.984095622
PALM,KLHL3,4,0.10766,0.23027,0.980275,20,3,0.26025,0.967945625
PALM,RCBTB1,4,0.11091,0.23583,0.980275,21,2,0.1182,0.955029295
PALM,KLHL23,4,0.11744,0.24655,0.980275,22,2,0.33632,0.930183957
PALM,KLHL25,4,0.12714,0.26279,0.980275,23,2,0.0016477,0.895717793
PALM,KLHL22,4,0.12886,0.26559,0.980275,24,2,0.12596,0.889881873
PALM,ARIH1,4,0.1363,0.27861,0.980275,25,3,0.4272,0.865504144
PALM,BTBD1,4,0.14388,0.29099,0.980275,26,2,0.19027,0.841999571
PALM,GAN,4,0.16513,0.32535,0.980275,27,2,0.21132,0.782174019
PALM,IVNS1ABP,4,0.1668,0.32821,0.980275,28,3,0.16128,0.777803954
PALM,NACC1,4,0.17443,0.34092,0.980275,29,1,-1.0951,0.758378819
PALM,BTBD3,4,0.17957,0.34581,0.980275,30,2,0.061894,0.745766217
PALM,SHKBP1,4,0.18366,0.34986,0.980275,31,2,0.050457,0.73598542
PALM,KCTD2,4,0.18782,0.35395,0.980275,32,2,-0.54653,0.726258164
PALM,KLHL26,4,0.1928,0.35846,0.980275,33,1,-0.040938,0.71489297
PALM,KLHL2,4,0.20187,0.36677,0.980275,34,1,-0.22207,0.694928217
PALM,KLHL40,4,0.21319,0.37703,0.980275,35,2,-0.038971,0.67123317
PALM,KCTD6,4,0.22183,0.38511,0.980275,36,2,0.36435,0.653979721
PALM,KLHL7,4,0.22862,0.39108,0.980275,37,2,0.099912,0.64088578
PALM,KCTD1,4,0.23056,0.39287,0.980275,38,2,0.017581,0.637216037
PALM,KLHL6,4,0.26172,0.42152,0.980275,39,2,-0.24592,0.582163088
PALM,ARMC5,4,0.2801,0.43883,0.980275,40,2,0.18792,0.552686891
PALM,KCTD13,4,0.31296,0.46981,0.980275,41,1,-0.85121,0.504511167
PALM,ENC1,4,0.345,0.50026,0.980275,42,2,0.26669,0.462180905
PALM,KLHL8,4,0.35444,0.50846,0.980275,43,2,0.068718,0.450457272
PALM,KCTD3,4,0.36389,0.51756,0.980275,44,2,0.27487,0.439029879
PALM,KCTD7,4,0.36774,0.5213,0.980275,45,2,-0.0012973,0.434459128
PALM,KBTBD6,4,0.36863,0.52218,0.980275,46,2,0.082706,0.433409324
PALM,TNFAIP1,4,0.38277,0.53502,0.980275,47,2,0.1028,0.417062108
PALM,KLHL29,4,0.39711,0.54859,0.980275,48,2,0.19771,0.401089176
PALM,ANKFY1,4,0.41612,0.56736,0.980275,49,2,0.057017,0.38078141
PALM,KCTD15,4,0.41917,0.57043,0.980275,50,2,0.25798,0.377609807
PALM,KLHL32,4,0.43987,0.59047,0.980275,51,2,-0.078053,0.356675657
PALM,KEAP1,4,0.44023,0.59086,0.980275,52,1,-0.21793,0.356320365
PALM,IPP,4,0.44461,0.59483,0.980275,53,2,0.21794,0.352020774
PALM,BCL6,4,0.46071,0.60999,0.980275,54,1,-0.87261,0.336572361
PALM,BTBD8,4,0.46741,0.61625,0.980275,55,1,-0.5175,0.330302
PALM,ZBTB16,4,0.46825,0.61707,0.980275,56,2,0.15725,0.329522214
PALM,KCTD5,4,0.47767,0.62549,0.980275,57,2,-0.083747,0.320872034
PALM,ABTB1,4,0.49358,0.64035,0.980275,58,1,-0.22217,0.306642446
PALM,BTBD2,4,0.49997,0.6466,0.980275,59,1,-0.43355,0.301056054
PALM,KLHL12,4,0.51043,0.65717,0.980275,60,2,0.12331,0.292063808
PALM,RHOBTB2,4,0.51878,0.66426,0.980275,61,1,-0.12805,0.285016775
PALM,KLHL42,4,0.53102,0.66852,0.980275,62,1,-2.5246,0.274889122
PALM,KLHL28,2,0.55496,0.55705,0.980275,63,1,-0.14538,0.255738319
PALM,KBTBD4,4,0.57766,0.688,0.980275,64,1,-0.27639,0.238327704
PALM,KCTD11,4,0.60499,0.69983,0.980275,65,1,-0.57829,0.218251804
PALM,LZTR1,4,0.61029,0.70231,0.980275,66,1,-2.7636,0.214463746
PALM,KCTD18,4,0.62073,0.70702,0.980275,67,1,-0.10902,0.207097265
PALM,LGALS3BP,4,0.64592,0.71895,0.980275,68,1,-0.11405,0.189821268
PALM,BTBD7,4,0.66984,0.73043,0.980275,69,1,-0.72929,0.174028922
PALM,SPOP,4,0.68808,0.74006,0.980275,70,1,-1.3814,0.162361065
PALM,KCTD20,4,0.69252,0.74256,0.980275,71,1,-0.046025,0.15956768
PALM,IBTK,4,0.69691,0.74497,0.980275,72,1,-0.31327,0.156823304
PALM,KLHL15,4,0.72636,0.76157,0.980275,73,1,-0.068732,0.13884808
PALM,KCTD14,4,0.73038,0.76358,0.980275,74,1,0.062579,0.136451128
PALM,KCTD12,1,0.77674,0.77882,0.981699,75,0,-0.8204,0.109724329
PALM,RCBTB2,4,0.8051,0.81352,0.981699,76,1,0.011464,0.094150173
PALM,ZBTB10,4,0.82032,0.82608,0.981699,77,1,-0.73428,0.0860167
PALM,KLHL24,4,0.84806,0.84934,0.981699,78,1,-0.19508,0.07157342
PALM,GMCL1,4,0.85065,0.85175,0.981699,79,1,-0.052129,0.070249094
PALM,BTBD10,4,0.8532,0.85394,0.981699,80,1,-0.23454,0.068949153
PALM,KLHL11,4,0.85572,0.85635,0.981699,81,1,-0.10521,0.067668318
PALM,KCTD10,4,0.87017,0.87056,0.981699,82,0,-0.47882,0.060395894
PALM,NACC2,4,0.87473,0.87537,0.981699,83,0,-0.38248,0.058125979
PALM,KBTBD2,4,0.89578,0.89506,0.981699,84,0,-0.8089,0.047798638
PALM,KLHL20,4,0.89773,0.89689,0.981699,85,0,-0.44312,0.046854261
PALM,KCTD17,4,0.89965,0.89883,0.981699,86,0,-0.3953,0.045926416
PALM,BTBD6,4,0.90525,0.90418,0.981699,87,0,-0.26193,0.043231467
PALM,KCTD19,4,0.91061,0.90936,0.981699,88,0,-0.61426,0.040667585
PALM,SPOPL,4,0.92835,0.92734,0.989857,89,0,-0.036882,0.032288258
PALM,KLHL41,4,0.94575,0.94494,0.995231,90,0,-0.54317,0.02422365
PALM,BTBD11,4,0.96692,0.96712,0.995231,91,0,-0.51903,0.014609457
PALM,KBTBD11,4,0.96934,0.9698,0.995231,92,0,-0.34916,0.013523866
PALM,BTBD9,4,0.98472,0.98505,0.995231,93,0,-1.5203,0.006687241
PALM,KBTBD8,4,0.99152,0.992,0.995231,94,0,-0.94919,0.003698521
PALM,KCTD21,4,0.99499,0.99523,0.995231,95,0,-0.84291,0.002181284
KCTD10,CUL3,4,9.55E-05,0.00028463,0.02704,1,3,2.1527,4.020046655
KCTD10,SPOP,4,0.010312,0.033561,0.921094,2,4,1.0006,1.986657096
KCTD10,KLHL2,4,0.012268,0.039404,0.921094,3,3,1.2854,1.911226233
KCTD10,KLHL20,4,0.017728,0.055872,0.921094,4,3,1.4623,1.751340257
KCTD10,KLHL26,4,0.022831,0.070633,0.921094,5,3,1.3619,1.641475066
KCTD10,KLHL21,4,0.025293,0.076885,0.921094,6,3,0.95945,1.596999656
KCTD10,KLHL25,4,0.026401,0.079112,0.921094,7,3,1.1057,1.578379623
KCTD10,ZBTB16,4,0.036785,0.099765,0.921094,8,3,0.93493,1.43432924
KCTD10,KBTBD2,4,0.036814,0.099795,0.921094,9,2,-0.3486,1.433986992
KCTD10,KLHL9,4,0.047143,0.1198,0.921094,10,2,0.22252,1.326582784
KCTD10,RHOBTB1,4,0.051914,0.12887,0.921094,11,3,1.213,1.284715507
KCTD10,KBTBD7,4,0.0523,0.12953,0.921094,12,2,0.39478,1.281498311
KCTD10,KBTBD8,4,0.057389,0.13902,0.921094,13,2,-0.41423,1.241171343
KCTD10,KLHL13,4,0.05759,0.13944,0.921094,14,3,1.0776,1.239652921
KCTD10,GAN,4,0.067551,0.15795,0.921094,15,3,0.81126,1.170368217
KCTD10,KLHL15,4,0.077779,0.17704,0.921094,16,3,1.0334,1.109137645
KCTD10,ABTB2,4,0.079724,0.18055,0.921094,17,3,0.60393,1.09841092
KCTD10,BTBD3,4,0.080781,0.18238,0.921094,18,2,-0.013462,1.092690775
KCTD10,KCTD11,4,0.097547,0.21203,0.921094,19,2,0.38599,1.010786083
KCTD10,KCTD10,4,0.10738,0.22896,0.921094,20,2,0.45464,0.9690766
KCTD10,RBX1,4,0.11039,0.23413,0.921094,21,2,0.89537,0.957070267
KCTD10,ZBTB10,4,0.11714,0.24528,0.921094,22,1,0.02484,0.93129478
KCTD10,KLHL22,4,0.121,0.25177,0.921094,23,2,0.68934,0.91721463
KCTD10,NACC2,4,0.12207,0.25362,0.921094,24,3,0.47729,0.913391055
KCTD10,KCTD19,4,0.12681,0.26124,0.921094,25,1,-0.69759,0.896846497
KCTD10,KLHL24,4,0.12712,0.26178,0.921094,26,3,0.70261,0.895786116
KCTD10,KLHL41,4,0.13757,0.27886,0.946141,27,3,0.83913,0.861476263
KCTD10,KBTBD3,3,0.14803,0.25516,0.921094,28,1,0.43026,0.829650261
KCTD10,RCBTB2,4,0.15536,0.30765,0.949546,29,1,-1.9173,0.808660787
KCTD10,ANKFY1,4,0.16472,0.32313,0.949546,30,1,-0.3204,0.783253666
KCTD10,KBTBD11,4,0.16664,0.32642,0.949546,31,2,0.53473,0.778220743
KCTD10,KLHL8,4,0.20797,0.3689,0.949546,32,2,-1.0347,0.681999308
KCTD10,KCTD13,4,0.21925,0.37897,0.949546,33,1,-0.0005521,0.659060398
KCTD10,ENC1,4,0.23393,0.39261,0.949546,34,2,0.48902,0.630914079
KCTD10,ABTB1,4,0.23682,0.39541,0.949546,35,1,-3.6451,0.625581623
KCTD10,KCTD2,4,0.25164,0.40861,0.949546,36,2,0.13193,0.599220323
KCTD10,RHOBTB3,4,0.25409,0.41092,0.949546,37,2,0.12903,0.595012427
KCTD10,IPP,4,0.26059,0.41728,0.949546,38,2,0.30885,0.584042254
KCTD10,KCTD20,4,0.26962,0.42573,0.949546,39,2,-2.2914,0.569247896
KCTD10,KLHL3,4,0.27107,0.42702,0.949546,40,1,-0.25155,0.566918544
KCTD10,KCTD7,4,0.28784,0.44302,0.949546,41,2,0.10887,0.540848854
KCTD10,KLHL17,4,0.29599,0.45107,0.949546,42,2,0.42202,0.528722961
KCTD10,KLHL23,4,0.29703,0.45196,0.949546,43,2,-0.87946,0.527199685
KCTD10,BTBD11,4,0.30164,0.45677,0.949546,44,2,0.2996,0.520511068
KCTD10,BTBD9,4,0.31224,0.46707,0.949546,45,1,-6.6191,0.505511462
KCTD10,BCL6B,4,0.32954,0.48334,0.949546,46,2,-0.27625,0.482091863
KCTD10,RHOBTB2,4,0.33609,0.48977,0.949546,47,1,-0.164,0.473544409
KCTD10,KCTD6,4,0.35164,0.50405,0.949546,48,1,-0.15208,0.453901729
KCTD10,BTBD8,4,0.37446,0.52592,0.949546,49,1,-3.8338,0.426594567
KCTD10,KLHL42,4,0.38192,0.53295,0.949546,50,2,-0.15246,0.418027598
KCTD10,ARIH1,4,0.39666,0.547,0.949546,51,1,-0.16016,0.401581592
KCTD10,KCTD14,4,0.4003,0.55064,0.949546,52,2,0.15898,0.39761441
KCTD10,BTBD1,4,0.40393,0.55372,0.949546,53,1,0.082679,0.39369389
KCTD10,TNFAIP1,4,0.424,0.57284,0.949546,54,2,-0.42091,0.372634143
KCTD10,ARMC5,4,0.45974,0.60682,0.949546,55,2,0.10903,0.337487709
KCTD10,BTBD6,4,0.46644,0.61325,0.949546,56,1,-1.3119,0.331204213
KCTD10,LZTR1,4,0.47123,0.61791,0.949546,57,2,-1.2249,0.326767069
KCTD10,KLHL4,4,0.48998,0.63621,0.949546,58,2,-0.082821,0.309821647
KCTD10,KLHL18,4,0.50397,0.6501,0.949546,59,2,0.43088,0.297595315
KCTD10,KCTD1,4,0.50528,0.65136,0.949546,60,1,-2.094,0.296467892
KCTD10,KLHL12,4,0.51325,0.65935,0.949546,61,2,0.1298,0.289671042
KCTD10,KLHL36,4,0.536,0.66895,0.949546,62,1,-3.3033,0.27083521
KCTD10,KLHL29,4,0.54788,0.674,0.949546,63,1,-1.0999,0.261314553
KCTD10,KBTBD4,4,0.57658,0.68645,0.949546,64,1,0.19608,0.239140426
KCTD10,SHKBP1,4,0.58766,0.69139,0.949546,65,1,-1.4426,0.230873869
KCTD10,BCL6,4,0.59853,0.69603,0.949546,66,1,-0.22819,0.222914077
KCTD10,KLHL14,4,0.61443,0.70286,0.949546,67,1,-0.083796,0.211527588
KCTD10,KLHL40,4,0.61962,0.70551,0.949546,68,1,0.24701,0.207874573
KCTD10,KEAP1,4,0.6448,0.7173,0.949546,69,1,-0.25406,0.190574971
KCTD10,KCTD5,4,0.66403,0.72644,0.949546,70,1,-0.25415,0.177812299
KCTD10,KLHL28,3,0.66863,0.68184,0.949546,71,1,-0.53733,0.174814141
KCTD10,LGALS3BP,4,0.73325,0.76516,0.949546,72,1,-0.23261,0.134747928
KCTD10,BTBD10,4,0.76713,0.78656,0.949546,73,1,-0.93192,0.115131033
KCTD10,KCTD18,4,0.7742,0.79118,0.949546,74,1,-1.2991,0.111146833
KCTD10,KLHL32,4,0.79117,0.80343,0.949546,75,1,-2.7913,0.101730189
KCTD10,IBTK,4,0.79445,0.80619,0.949546,76,1,-2.8662,0.099933431
KCTD10,KCTD3,4,0.80088,0.81098,0.949546,77,1,-2.9033,0.096432552
KCTD10,KLHL6,4,0.80717,0.8156,0.949546,78,1,-0.93127,0.093034988
KCTD10,SPOPL,4,0.81929,0.82537,0.949546,79,1,-0.26963,0.086562346
KCTD10,NACC1,4,0.82799,0.8323,0.949546,80,1,-3.7919,0.081974908
KCTD10,IVNS1ABP,4,0.83083,0.83441,0.949546,81,1,-1.3462,0.08048783
KCTD10,KLHL7,4,0.83638,0.83882,0.949546,82,1,-0.80517,0.077596361
KCTD10,BTBD2,4,0.84709,0.84841,0.949546,83,1,-0.24727,0.072070445
KCTD10,GMCL1,4,0.84968,0.8506,0.949546,84,1,-0.20534,0.070744604
KCTD10,RCBTB1,4,0.85726,0.85789,0.949546,85,1,-0.15736,0.06688744
KCTD10,KBTBD6,4,0.86215,0.8625,0.949546,86,1,0.073737,0.064417167
KCTD10,MYNN,4,0.86924,0.86958,0.949546,87,0,-0.98143,0.060860297
KCTD10,KLHL11,4,0.88261,0.88279,0.953009,88,0,0.10069,0.054231156
KCTD10,KCTD21,4,0.89689,0.89675,0.954179,89,0,-0.38459,0.047260818
KCTD10,KCTD17,4,0.90982,0.90961,0.954179,90,0,-0.14404,0.041044521
KCTD10,KCTD15,4,0.92306,0.92254,0.954179,91,0,-0.48781,0.034770068
KCTD10,KCTD12,1,0.92933,0.92972,0.954179,92,0,-6.8273,0.031830043
KCTD10,KLHL5,4,0.93479,0.93409,0.954179,93,0,-0.64587,0.029285942
KCTD10,BTBD7,4,0.95311,0.95279,0.962922,94,0,-2.6514,0.020856974
KCTD10,KCTD9,4,0.98934,0.98931,0.989309,95,0,-2.7179,0.004654432
DCTD,CUL3,4,7.59E-09,4.99E-06,0.000474,1,4,4.7372,8.119855508
DCTD,SPOPL,4,0.00021673,0.00074403,0.035342,2,4,2.2031,3.664080969
DCTD,KBTBD7,4,0.012135,0.038954,0.935304,3,3,2.0815,1.915960219
DCTD,KLHL7,4,0.016062,0.051039,0.935304,4,4,1.2759,1.794200378
DCTD,KLHL11,4,0.035564,0.099506,0.935304,5,3,1.4694,1.448989398
DCTD,KLHL4,4,0.040028,0.10804,0.935304,6,2,1.1917,1.397636109
DCTD,BTBD7,4,0.04237,0.11224,0.935304,7,3,1.6422,1.372941536
DCTD,KLHL13,4,0.044646,0.11666,0.935304,8,3,1.319,1.350217445
DCTD,ANKFY1,4,0.046046,0.11944,0.935304,9,3,1.836,1.336808091
DCTD,RHOBTB3,4,0.047143,0.12168,0.935304,10,2,-0.35352,1.326582784
DCTD,KLHL21,4,0.0523,0.13128,0.935304,11,2,0.56815,1.281498311
DCTD,KLHL40,4,0.057389,0.14069,0.935304,12,3,0.76887,1.241171343
DCTD,KLHL5,4,0.081698,0.18532,0.935304,13,3,1.1663,1.087788575
DCTD,RHOBTB2,4,0.0837,0.1891,0.935304,14,3,1.0671,1.077274542
DCTD,LZTR1,4,0.08763,0.19621,0.935304,15,1,-0.73915,1.057347188
DCTD,GAN,4,0.094133,0.20764,0.935304,16,3,1.1548,1.0262581
DCTD,KBTBD3,3,0.096704,0.192,0.935304,17,2,1.0632,1.014555562
DCTD,KCTD20,4,0.098504,0.21461,0.935304,18,3,1.4605,1.006546134
DCTD,KLHL24,4,0.11388,0.24075,0.935304,19,2,1.1496,0.943552542
DCTD,KCTD9,4,0.1147,0.24209,0.935304,20,3,1.1444,0.940436582
DCTD,KLHL12,4,0.11713,0.24608,0.935304,21,3,1.2126,0.931331857
DCTD,KLHL2,4,0.12826,0.26419,0.935304,22,2,-0.26857,0.891908764
DCTD,NACC2,4,0.13757,0.27939,0.935304,23,3,0.87154,0.861476263
DCTD,KCTD2,4,0.15126,0.30147,0.935304,24,3,0.86918,0.820275904
DCTD,KCTD15,4,0.15693,0.31052,0.935304,25,3,0.95054,0.804294025
DCTD,KLHL26,4,0.16472,0.32332,0.935304,26,2,0.38555,0.783253666
DCTD,KLHL32,4,0.17065,0.33304,0.935304,27,2,0.5891,0.767893707
DCTD,BTBD9,4,0.17876,0.34534,0.935304,28,2,0.74265,0.747729654
DCTD,KBTBD4,4,0.18321,0.35246,0.935304,29,1,-0.1095,0.737050825
DCTD,KCTD6,4,0.19112,0.36116,0.935304,30,2,0.12103,0.718693863
DCTD,ENC1,4,0.19233,0.36223,0.935304,31,1,-1.4465,0.715952968
DCTD,KBTBD2,4,0.21925,0.386,0.935304,32,1,-0.046204,0.659060398
DCTD,KLHL9,4,0.22085,0.38739,0.935304,33,2,-0.72797,0.655902596
DCTD,ARMC5,4,0.22807,0.39369,0.935304,34,1,-0.46049,0.641931837
DCTD,IPP,4,0.22955,0.39505,0.935304,35,2,0.78704,0.639122703
DCTD,MYNN,4,0.23682,0.40201,0.935304,36,1,0.19365,0.625581623
DCTD,BTBD10,4,0.24549,0.40954,0.935304,37,1,-1.7591,0.609966194
DCTD,KLHL22,4,0.25409,0.41707,0.935304,38,2,-0.58043,0.595012427
DCTD,BTBD8,4,0.25611,0.41911,0.935304,39,2,-0.85962,0.591573464
DCTD,BCL6B,4,0.2787,0.44001,0.935304,40,2,0.55426,0.554863031
DCTD,RCBTB1,4,0.27945,0.44061,0.935304,41,2,0.34975,0.553695886
DCTD,KLHL14,4,0.28326,0.444,0.935304,42,2,-0.22761,0.547814749
DCTD,KLHL20,4,0.28775,0.44825,0.935304,43,2,-0.021229,0.540984668
DCTD,KLHL42,4,0.28784,0.44839,0.935304,44,2,-1.565,0.540848854
DCTD,KLHL17,4,0.29599,0.45627,0.935304,45,1,-1.0309,0.528722961
DCTD,BTBD11,4,0.29703,0.45713,0.935304,46,2,0.62578,0.527199685
DCTD,KLHL23,4,0.30627,0.46623,0.935304,47,2,0.36901,0.513895541
DCTD,KLHL25,4,0.3202,0.47924,0.935304,48,2,0.05881,0.494578672
DCTD,KCTD10,4,0.32821,0.48663,0.935304,49,2,-0.13252,0.483848191
DCTD,KLHL29,4,0.33422,0.49227,0.935304,50,2,-0.39013,0.475967565
DCTD,BTBD1,4,0.35772,0.51357,0.954815,51,2,0.78615,0.446456778
DCTD,ZBTB10,4,0.36692,0.52264,0.954815,52,1,-2.6518,0.435428615
DCTD,BTBD2,4,0.38192,0.53626,0.955487,53,1,-3.0195,0.418027598
DCTD,KCTD14,4,0.38933,0.54312,0.955487,54,2,-0.032453,0.40968213
DCTD,RCBTB2,4,0.41113,0.56328,0.956909,55,2,-0.17136,0.386020832
DCTD,KEAP1,4,0.42534,0.57656,0.956909,56,1,-3.9097,0.371263773
DCTD,KBTBD6,4,0.44618,0.59559,0.956909,57,1,0.0028249,0.350489901
DCTD,ARIH1,4,0.45238,0.60181,0.956909,58,2,0.70538,0.344496604
DCTD,KCTD17,4,0.45974,0.60819,0.956909,59,1,-2.8695,0.337487709
DCTD,KLHL8,4,0.46181,0.61015,0.956909,60,2,-1.454,0.335536667
DCTD,KCTD19,4,0.46652,0.61444,0.956909,61,2,0.5628,0.331129733
DCTD,SPOP,4,0.50861,0.6548,0.978173,62,2,-1.1956,0.293615105
DCTD,KBTBD11,4,0.5317,0.67631,0.978173,63,2,0.43803,0.27433334
DCTD,KLHL3,4,0.54197,0.68143,0.978173,64,1,-2.9616,0.266024753
DCTD,KCTD1,4,0.55953,0.68864,0.978173,65,1,-1.6724,0.252176623
DCTD,IBTK,4,0.59312,0.70284,0.978173,66,1,-1.8823,0.226857431
DCTD,KLHL15,4,0.6448,0.72492,0.978173,67,1,-1.4636,0.190574971
DCTD,KCTD5,4,0.67335,0.73819,0.978173,68,1,-0.036748,0.171759136
DCTD,BTBD6,4,0.68247,0.74276,0.978173,69,1,-0.22766,0.165916435
DCTD,NACC1,4,0.74108,0.775,0.978173,70,1,0.27302,0.130134907
DCTD,KCTD11,4,0.76354,0.78872,0.978173,71,1,-1.7154,0.117168206
DCTD,KLHL41,4,0.78786,0.80448,0.978173,72,1,-2.4628,0.103550948
DCTD,KLHL6,4,0.79445,0.80938,0.978173,73,1,-3.0295,0.099933431
DCTD,KCTD18,4,0.80088,0.81393,0.978173,74,1,-1.0499,0.096432552
DCTD,TNFAIP1,4,0.8133,0.82318,0.978173,75,1,-0.13028,0.089749228
DCTD,LGALS3BP,4,0.81631,0.82552,0.978173,76,1,0.18223,0.088144883
DCTD,KCTD3,4,0.81929,0.82768,0.978173,77,1,-3.9868,0.086562346
DCTD,RHOBTB1,4,0.82222,0.83002,0.978173,78,1,-2.6194,0.085011963
DCTD,KCTD7,4,0.84446,0.84734,0.978173,79,1,-0.68841,0.073420917
DCTD,SHKBP1,4,0.86454,0.86517,0.978173,80,1,-0.31404,0.063214908
DCTD,GMCL1,4,0.86924,0.86972,0.978173,81,1,-3.0083,0.060860297
DCTD,IVNS1ABP,4,0.90626,0.90598,0.978173,82,0,-2.5126,0.042747188
DCTD,KLHL18,4,0.91156,0.91124,0.978173,83,0,-0.61775,0.04021474
DCTD,KCTD12,1,0.916,0.91641,0.978173,84,0,-4.7747,0.038104526
DCTD,BTBD3,4,0.9334,0.93255,0.978173,85,0,-4.3356,0.029932203
DCTD,ABTB2,4,0.94012,0.93943,0.978173,86,0,-1.7022,0.026816708
DCTD,ABTB1,4,0.94267,0.94198,0.978173,87,0,-2.9717,0.025640314
DCTD,KCTD21,4,0.94512,0.94442,0.978173,88,0,-4.3058,0.024513046
DCTD,ZBTB16,4,0.9475,0.94706,0.978173,89,0,-0.65281,0.023420781
DCTD,BCL6,4,0.95418,0.95377,0.978173,90,0,-0.98349,0.020369691
DCTD,RBX1,4,0.95523,0.9549,0.978173,91,0,-2.9967,0.019892047
DCTD,KLHL28,3,0.96023,0.96007,0.978173,92,0,-1.5778,0.01762473
DCTD,KBTBD8,4,0.96474,0.96439,0.978173,93,0,-3.4857,0.015589714
DCTD,KCTD13,4,0.96809,0.96788,0.978173,94,0,-4.7506,0.014084266
DCTD,KLHL36,4,0.97856,0.97854,0.978543,95,0,-5.2681,0.009412541
TMEM106C,CUL3,4,1.25E-05,1.50E-05,0.001423,1,4,2.8611,4.903750617
TMEM106C,KLHL13,4,8.98E-05,0.00026466,0.012571,2,4,1.9158,4.046955865
TMEM106C,ARIH1,4,0.0007716,0.0029412,0.093137,3,4,1.5984,3.112607781
TMEM106C,KLHL22,4,0.014076,0.044787,0.907774,4,3,1.3752,1.851520742
TMEM106C,KCTD6,4,0.017728,0.055872,0.907774,5,3,1.2443,1.751340257
TMEM106C,KBTBD4,4,0.020272,0.062943,0.907774,6,4,1.2754,1.693103402
TMEM106C,RBX1,4,0.026401,0.078074,0.907774,7,2,1.1214,1.578379623
TMEM106C,RCBTB1,4,0.028763,0.082897,0.907774,8,3,1.1485,1.541165819
TMEM106C,GMCL1,4,0.035518,0.09632,0.907774,9,2,1.0989,1.449551497
TMEM106C,ABTB2,4,0.047143,0.11894,0.907774,10,2,0.69654,1.326582784
TMEM106C,BTBD1,4,0.0523,0.12871,0.907774,11,3,1.0051,1.281498311
TMEM106C,KLHL7,4,0.053447,0.13079,0.907774,12,3,0.99309,1.272076667
TMEM106C,BTBD3,4,0.056595,0.13687,0.907774,13,3,0.73354,1.247221936
TMEM106C,RHOBTB1,4,0.059851,0.14316,0.907774,14,3,0.9284,1.222928589
TMEM106C,KCTD11,4,0.060314,0.14384,0.907774,15,3,1.176,1.219581868
TMEM106C,MYNN,4,0.067551,0.15726,0.907774,16,3,0.88188,1.170368217
TMEM106C,KCTD18,4,0.070275,0.16244,0.907774,17,3,0.77672,1.153199146
TMEM106C,KBTBD3,3,0.089208,0.1772,0.935247,18,1,-1.9946,1.049596197
TMEM106C,KLHL32,4,0.094133,0.20608,0.981424,19,3,0.71797,1.0262581
TMEM106C,KLHL6,4,0.10738,0.22853,0.981424,20,1,-0.69437,0.9690766
TMEM106C,KBTBD8,4,0.11388,0.23949,0.981424,21,2,0.21916,0.943552542
TMEM106C,KLHL42,4,0.1147,0.24088,0.981424,22,3,0.4645,0.940436582
TMEM106C,KCTD19,4,0.12207,0.2533,0.981424,23,3,0.49218,0.913391055
TMEM106C,KLHL36,4,0.12681,0.26095,0.981424,24,1,-0.47777,0.896846497
TMEM106C,KBTBD7,4,0.13229,0.27015,0.981424,25,3,0.60949,0.878472984
TMEM106C,KBTBD2,4,0.13641,0.27691,0.981424,26,1,0.076531,0.865153791
TMEM106C,KLHL4,4,0.16265,0.31995,0.981424,27,2,0.32967,0.788745932
TMEM106C,BTBD7,4,0.174,0.33395,0.981424,28,2,0.019727,0.759450752
TMEM106C,ANKFY1,4,0.19112,0.3499,0.981424,29,2,0.19466,0.718693863
TMEM106C,IVNS1ABP,4,0.19233,0.35104,0.981424,30,2,-1.3641,0.715952968
TMEM106C,KLHL18,4,0.1995,0.35772,0.981424,31,2,0.41102,0.7000571
TMEM106C,TNFAIP1,4,0.20138,0.35937,0.981424,32,1,-0.58656,0.695983663
TMEM106C,KLHL8,4,0.21654,0.37326,0.981424,33,2,0.68229,0.664461868
TMEM106C,KLHL14,4,0.23393,0.38956,0.981424,34,2,-0.12329,0.630914079
TMEM106C,KLHL24,4,0.24275,0.39787,0.981424,35,2,0.35928,0.614840761
TMEM106C,KLHL12,4,0.24718,0.40195,0.981424,36,2,0.56608,0.606986672
TMEM106C,BTBD9,4,0.25611,0.41019,0.981424,37,2,0.45635,0.591573464
TMEM106C,KCTD17,4,0.26059,0.41452,0.981424,38,2,0.70013,0.584042254
TMEM106C,KLHL23,4,0.26262,0.41638,0.981424,39,2,0.38196,0.580672203
TMEM106C,KCTD1,4,0.27107,0.42436,0.981424,40,1,-0.73622,0.566918544
TMEM106C,BCL6,4,0.27945,0.43246,0.981424,41,1,0.28463,0.553695886
TMEM106C,RHOBTB3,4,0.29599,0.44864,0.981424,42,2,-0.57921,0.528722961
TMEM106C,KCTD10,4,0.30627,0.45898,0.981424,43,2,0.0089325,0.513895541
TMEM106C,BTBD8,4,0.35931,0.5098,0.981424,44,2,0.28159,0.444530696
TMEM106C,KLHL21,4,0.37446,0.5245,0.981424,45,2,0.33726,0.426594567
